Empleado_ID,Acción,Departamento,Prioridad,Acción_predecesora
574,Capacitación,TI,Alta,Inducción
575,Firma contrato,TI,Baja,Firma contrato
576,Asignación de tareas,RRHH,Alta,Capacitación
577,Capacitación,TI,Alta,Activación cuenta
578,Firma contrato,TI,Media,Firma contrato
579,Firma contrato,TI,Baja,Capacitación
580,Activación cuenta,TI,Media,Asignación de tareas
581,Capacitación,TI,Alta,Inducción
582,Activación cuenta,RRHH,Alta,Firma contrato
583,Asignación de tareas,Operaciones,Baja,Capacitación
584,Firma contrato,Comercial,Alta,Activación cuenta
585,Inducción,RRHH,Alta,Capacitación
586,Capacitación,RRHH,Media,Firma contrato
587,Firma contrato,Operaciones,Media,Activación cuenta
588,Asignación de tareas,Operaciones,Alta,Inducción
589,Activación cuenta,Comercial,Alta,Firma contrato
590,Firma contrato,Operaciones,Baja,Firma contrato
591,Asignación de tareas,Comercial,Media,Capacitación
592,Capacitación,RRHH,Media,Inducción
593,Asignación de tareas,Operaciones,Alta,Activación cuenta
594,Firma contrato,TI,Alta,Firma contrato
595,Firma contrato,Operaciones,Baja,Inducción
596,Asignación de tareas,RRHH,Media,Inducción
597,Asignación de tareas,Operaciones,Media,Asignación de tareas
598,Firma contrato,RRHH,Alta,Asignación de tareas
599,Activación cuenta,Comercial,Alta,Firma contrato
600,Asignación de tareas,Operaciones,Baja,Capacitación
601,Capacitación,RRHH,Alta,Asignación de tareas
602,Firma contrato,TI,Baja,Capacitación
603,Capacitación,RRHH,Alta,Activación cuenta
604,Firma contrato,Comercial,Baja,Activación cuenta
605,Inducción,Operaciones,Media,Asignación de tareas
606,Firma contrato,TI,Media,Inducción
607,Capacitación,Operaciones,Media,Firma contrato
608,Activación cuenta,RRHH,Media,Asignación de tareas
609,Capacitación,RRHH,Media,Asignación de tareas
610,Capacitación,Operaciones,Alta,Activación cuenta
611,Activación cuenta,Comercial,Baja,Activación cuenta
612,Firma contrato,Comercial,Baja,Activación cuenta
613,Capacitación,TI,Baja,Firma contrato
614,Asignación de tareas,RRHH,Baja,Inducción
615,Capacitación,RRHH,Media,Inducción
616,Inducción,Comercial,Alta,Asignación de tareas
617,Capacitación,RRHH,Media,Capacitación
618,Firma contrato,RRHH,Baja,Firma contrato
619,Firma contrato,RRHH,Alta,Activación cuenta
620,Activación cuenta,Comercial,Media,Inducción
621,Capacitación,RRHH,Alta,Firma contrato
622,Activación cuenta,Comercial,Baja,Firma contrato
623,Asignación de tareas,RRHH,Media,Asignación de tareas
624,Capacitación,TI,Media,Capacitación
625,Firma contrato,TI,Alta,Inducción
626,Asignación de tareas,Comercial,Baja,Asignación de tareas
627,Inducción,TI,Media,Capacitación
628,Firma contrato,Operaciones,Media,Activación cuenta
629,Activación cuenta,Comercial,Media,Asignación de tareas
630,Asignación de tareas,Comercial,Alta,Capacitación
631,Capacitación,Comercial,Alta,Capacitación
632,Inducción,Comercial,Media,Firma contrato
633,Inducción,TI,Alta,Asignación de tareas
634,Activación cuenta,Operaciones,Alta,Inducción
635,Inducción,Operaciones,Baja,Inducción
636,Firma contrato,RRHH,Baja,Firma contrato
637,Asignación de tareas,RRHH,Alta,Activación cuenta
638,Asignación de tareas,Operaciones,Media,Firma contrato
639,Activación cuenta,RRHH,Media,Activación cuenta
640,Inducción,RRHH,Alta,Capacitación
641,Inducción,TI,Alta,Firma contrato
642,Activación cuenta,Comercial,Media,Inducción
643,Capacitación,TI,Media,Activación cuenta
644,Asignación de tareas,Comercial,Media,Firma contrato
645,Asignación de tareas,TI,Alta,Inducción
646,Inducción,TI,Media,Firma contrato
647,Activación cuenta,Operaciones,Media,Asignación de tareas
648,Capacitación,Operaciones,Alta,Firma contrato
649,Activación cuenta,Comercial,Media,Capacitación
650,Inducción,Operaciones,Alta,Capacitación
651,Firma contrato,TI,Baja,Firma contrato
652,Firma contrato,Comercial,Alta,Activación cuenta
653,Inducción,RRHH,Media,Activación cuenta
654,Asignación de tareas,Operaciones,Media,Asignación de tareas
655,Activación cuenta,RRHH,Baja,Asignación de tareas
656,Inducción,RRHH,Alta,Asignación de tareas
657,Inducción,Comercial,Media,Inducción
658,Asignación de tareas,Operaciones,Media,Asignación de tareas
659,Activación cuenta,RRHH,Alta,Firma contrato
660,Activación cuenta,Operaciones,Baja,Asignación de tareas
661,Asignación de tareas,Operaciones,Media,Asignación de tareas
662,Firma contrato,Operaciones,Baja,Firma contrato
663,Asignación de tareas,TI,Baja,Activación cuenta
664,Asignación de tareas,RRHH,Media,Asignación de tareas
665,Firma contrato,Operaciones,Media,Firma contrato
666,Capacitación,TI,Alta,Inducción
667,Capacitación,TI,Baja,Firma contrato
668,Inducción,Operaciones,Alta,Activación cuenta
669,Activación cuenta,RRHH,Alta,Asignación de tareas
670,Firma contrato,RRHH,Alta,Firma contrato
671,Inducción,Operaciones,Baja,Firma contrato
672,Capacitación,TI,Baja,Activación cuenta
673,Capacitación,Comercial,Media,Asignación de tareas
674,Capacitación,Comercial,Baja,Asignación de tareas
675,Inducción,Comercial,Media,Asignación de tareas
676,Capacitación,Comercial,Baja,Firma contrato
677,Inducción,RRHH,Media,Activación cuenta
678,Inducción,Comercial,Media,Asignación de tareas
679,Activación cuenta,RRHH,Baja,Inducción
680,Asignación de tareas,RRHH,Media,Inducción
681,Inducción,Operaciones,Media,Inducción
682,Asignación de tareas,TI,Baja,Activación cuenta
683,Capacitación,RRHH,Baja,Capacitación
684,Capacitación,Operaciones,Baja,Asignación de tareas
685,Inducción,TI,Alta,Activación cuenta
686,Firma contrato,TI,Baja,Firma contrato
687,Activación cuenta,Comercial,Baja,Firma contrato
688,Inducción,Comercial,Alta,Activación cuenta
689,Firma contrato,RRHH,Baja,Inducción
690,Activación cuenta,Comercial,Media,Inducción
691,Firma contrato,TI,Alta,Activación cuenta
692,Activación cuenta,Comercial,Media,Firma contrato
693,Inducción,RRHH,Alta,Capacitación
694,Inducción,Operaciones,Baja,Activación cuenta
695,Activación cuenta,RRHH,Baja,Activación cuenta
696,Capacitación,Operaciones,Baja,Asignación de tareas
697,Asignación de tareas,TI,Alta,Inducción
698,Inducción,Operaciones,Baja,Firma contrato
699,Firma contrato,RRHH,Alta,Activación cuenta
700,Capacitación,Operaciones,Alta,Activación cuenta
701,Capacitación,Operaciones,Alta,Activación cuenta
702,Asignación de tareas,TI,Media,Activación cuenta
703,Asignación de tareas,RRHH,Media,Inducción
704,Inducción,Operaciones,Alta,Capacitación
705,Activación cuenta,Operaciones,Media,Asignación de tareas
706,Capacitación,Operaciones,Media,Firma contrato
707,Capacitación,TI,Alta,Inducción
708,Activación cuenta,RRHH,Media,Asignación de tareas
709,Firma contrato,TI,Alta,Capacitación
710,Firma contrato,RRHH,Media,Activación cuenta
711,Activación cuenta,RRHH,Baja,Asignación de tareas
712,Capacitación,Operaciones,Media,Capacitación
713,Asignación de tareas,TI,Alta,Inducción
714,Inducción,TI,Media,Inducción
715,Capacitación,Operaciones,Media,Asignación de tareas
716,Capacitación,Comercial,Media,Activación cuenta
717,Capacitación,TI,Baja,Activación cuenta
718,Asignación de tareas,Operaciones,Media,Inducción
719,Inducción,RRHH,Alta,Activación cuenta
720,Capacitación,TI,Media,Firma contrato
721,Firma contrato,RRHH,Baja,Capacitación
722,Capacitación,RRHH,Alta,Firma contrato
723,Activación cuenta,TI,Baja,Inducción
724,Capacitación,RRHH,Alta,Capacitación
725,Asignación de tareas,RRHH,Alta,Capacitación
726,Activación cuenta,TI,Baja,Inducción
727,Asignación de tareas,Comercial,Media,Asignación de tareas
728,Inducción,Comercial,Media,Asignación de tareas
729,Inducción,Comercial,Baja,Firma contrato
730,Firma contrato,Comercial,Media,Asignación de tareas
731,Activación cuenta,TI,Alta,Activación cuenta
732,Capacitación,TI,Baja,Activación cuenta
733,Firma contrato,Comercial,Media,Asignación de tareas
734,Activación cuenta,Operaciones,Alta,Capacitación
735,Capacitación,RRHH,Media,Activación cuenta
736,Firma contrato,TI,Media,Asignación de tareas
737,Asignación de tareas,Operaciones,Baja,Asignación de tareas
738,Activación cuenta,TI,Alta,Firma contrato
739,Capacitación,RRHH,Alta,Activación cuenta
740,Activación cuenta,RRHH,Alta,Asignación de tareas
741,Activación cuenta,RRHH,Media,Inducción
742,Asignación de tareas,RRHH,Baja,Capacitación
743,Inducción,Operaciones,Media,Inducción
744,Activación cuenta,RRHH,Baja,Activación cuenta
745,Capacitación,TI,Alta,Capacitación
746,Firma contrato,RRHH,Alta,Activación cuenta
747,Firma contrato,Operaciones,Media,Activación cuenta
748,Asignación de tareas,RRHH,Alta,Asignación de tareas
749,Capacitación,Operaciones,Baja,Inducción
750,Inducción,TI,Media,Firma contrato
751,Asignación de tareas,TI,Alta,Inducción
752,Asignación de tareas,RRHH,Baja,Asignación de tareas
753,Activación cuenta,Comercial,Alta,Activación cuenta
754,Activación cuenta,Comercial,Media,Inducción
755,Activación cuenta,Operaciones,Baja,Activación cuenta
756,Capacitación,Comercial,Baja,Activación cuenta
757,Inducción,TI,Media,Capacitación
758,Activación cuenta,Comercial,Baja,Inducción
759,Asignación de tareas,TI,Baja,Asignación de tareas
760,Inducción,TI,Media,Asignación de tareas
761,Firma contrato,TI,Media,Capacitación
762,Capacitación,TI,Baja,Activación cuenta
763,Asignación de tareas,Operaciones,Baja,Inducción
764,Inducción,Comercial,Media,Activación cuenta
765,Inducción,TI,Baja,Capacitación
766,Activación cuenta,RRHH,Baja,Firma contrato
767,Inducción,TI,Baja,Capacitación
768,Inducción,Operaciones,Media,Capacitación
769,Capacitación,TI,Alta,Firma contrato
770,Capacitación,Operaciones,Baja,Asignación de tareas
771,Capacitación,RRHH,Media,Asignación de tareas
772,Inducción,TI,Alta,Capacitación
773,Inducción,Comercial,Baja,Asignación de tareas
774,Asignación de tareas,RRHH,Baja,Firma contrato
775,Activación cuenta,Operaciones,Baja,Firma contrato
776,Firma contrato,Comercial,Baja,Asignación de tareas
777,Asignación de tareas,Comercial,Alta,Firma contrato
778,Asignación de tareas,TI,Media,Activación cuenta
779,Firma contrato,Comercial,Media,Asignación de tareas
780,Activación cuenta,TI,Alta,Activación cuenta
781,Activación cuenta,Comercial,Media,Asignación de tareas
782,Asignación de tareas,RRHH,Media,Inducción
783,Firma contrato,TI,Media,Asignación de tareas
784,Activación cuenta,Operaciones,Baja,Asignación de tareas
785,Activación cuenta,RRHH,Alta,Asignación de tareas
786,Capacitación,Operaciones,Alta,Inducción
787,Capacitación,TI,Baja,Asignación de tareas
788,Activación cuenta,Comercial,Media,Capacitación
789,Inducción,RRHH,Alta,Asignación de tareas
790,Asignación de tareas,RRHH,Alta,Asignación de tareas
791,Capacitación,RRHH,Baja,Firma contrato
792,Inducción,TI,Media,Firma contrato
793,Firma contrato,Operaciones,Alta,Capacitación
794,Capacitación,Operaciones,Media,Inducción
795,Asignación de tareas,RRHH,Baja,Capacitación
796,Inducción,RRHH,Baja,Activación cuenta
797,Capacitación,RRHH,Media,Asignación de tareas
798,Firma contrato,TI,Baja,Firma contrato
799,Activación cuenta,Comercial,Alta,Firma contrato
800,Firma contrato,TI,Media,Activación cuenta
801,Inducción,Operaciones,Media,Firma contrato
802,Asignación de tareas,Comercial,Baja,Asignación de tareas
803,Activación cuenta,RRHH,Baja,Activación cuenta
804,Activación cuenta,RRHH,Media,Activación cuenta
805,Activación cuenta,RRHH,Alta,Capacitación
806,Activación cuenta,Operaciones,Media,Inducción
807,Asignación de tareas,TI,Baja,Capacitación
808,Capacitación,TI,Baja,Capacitación
809,Capacitación,TI,Alta,Activación cuenta
810,Activación cuenta,Comercial,Alta,Firma contrato
811,Asignación de tareas,Comercial,Media,Asignación de tareas
812,Firma contrato,RRHH,Media,Inducción
813,Capacitación,Operaciones,Media,Asignación de tareas
814,Inducción,TI,Baja,Activación cuenta
815,Inducción,Comercial,Alta,Firma contrato
816,Capacitación,TI,Alta,Inducción
817,Inducción,Operaciones,Alta,Capacitación
818,Inducción,Operaciones,Baja,Capacitación
819,Asignación de tareas,RRHH,Alta,Activación cuenta
820,Activación cuenta,RRHH,Baja,Capacitación
821,Asignación de tareas,TI,Alta,Activación cuenta
822,Capacitación,TI,Baja,Inducción
823,Asignación de tareas,RRHH,Alta,Firma contrato
824,Capacitación,RRHH,Media,Asignación de tareas
825,Capacitación,Operaciones,Alta,Firma contrato
826,Activación cuenta,Comercial,Baja,Capacitación
827,Activación cuenta,Comercial,Media,Asignación de tareas
828,Capacitación,TI,Media,Inducción
829,Asignación de tareas,TI,Alta,Firma contrato
830,Capacitación,Operaciones,Alta,Firma contrato
831,Firma contrato,Comercial,Media,Capacitación
832,Firma contrato,Comercial,Alta,Capacitación
833,Activación cuenta,Comercial,Alta,Inducción
834,Asignación de tareas,RRHH,Media,Firma contrato
835,Inducción,Comercial,Alta,Asignación de tareas
836,Activación cuenta,RRHH,Alta,Activación cuenta
837,Capacitación,Operaciones,Alta,Activación cuenta
838,Inducción,TI,Alta,Capacitación
839,Activación cuenta,RRHH,Alta,Activación cuenta
840,Firma contrato,TI,Alta,Firma contrato
841,Activación cuenta,Operaciones,Baja,Activación cuenta
842,Capacitación,Comercial,Media,Asignación de tareas
843,Firma contrato,Operaciones,Alta,Capacitación
844,Inducción,Operaciones,Alta,Capacitación
845,Capacitación,Comercial,Media,Activación cuenta
846,Asignación de tareas,Comercial,Alta,Inducción
847,Asignación de tareas,Comercial,Alta,Activación cuenta
848,Activación cuenta,Comercial,Baja,Capacitación
849,Capacitación,TI,Baja,Inducción
850,Capacitación,RRHH,Alta,Inducción
851,Inducción,RRHH,Media,Firma contrato
852,Inducción,TI,Media,Inducción
853,Activación cuenta,Comercial,Media,Inducción
854,Activación cuenta,TI,Media,Capacitación
855,Inducción,RRHH,Baja,Activación cuenta
856,Activación cuenta,RRHH,Media,Firma contrato
857,Inducción,Operaciones,Alta,Inducción
858,Capacitación,Comercial,Baja,Inducción
859,Inducción,RRHH,Media,Inducción
860,Firma contrato,Operaciones,Alta,Capacitación
861,Asignación de tareas,Comercial,Media,Capacitación
862,Inducción,Operaciones,Alta,Capacitación
863,Inducción,RRHH,Baja,Capacitación
864,Asignación de tareas,Operaciones,Alta,Inducción
865,Inducción,Comercial,Baja,Asignación de tareas
866,Capacitación,Comercial,Media,Inducción
867,Asignación de tareas,TI,Media,Activación cuenta
868,Capacitación,Comercial,Alta,Capacitación
869,Firma contrato,Comercial,Alta,Firma contrato
870,Firma contrato,Operaciones,Alta,Inducción
871,Firma contrato,Operaciones,Alta,Firma contrato
872,Inducción,Comercial,Alta,Capacitación
873,Activación cuenta,RRHH,Media,Capacitación
874,Inducción,TI,Media,Activación cuenta
875,Inducción,Operaciones,Baja,Inducción
876,Asignación de tareas,Comercial,Media,Capacitación
877,Asignación de tareas,RRHH,Baja,Capacitación
878,Capacitación,Operaciones,Alta,Inducción
879,Activación cuenta,TI,Media,Inducción
880,Activación cuenta,RRHH,Media,Asignación de tareas
881,Activación cuenta,TI,Media,Activación cuenta
882,Inducción,RRHH,Alta,Activación cuenta
883,Inducción,TI,Alta,Firma contrato
884,Firma contrato,Operaciones,Baja,Asignación de tareas
885,Capacitación,Operaciones,Media,Firma contrato
886,Activación cuenta,Operaciones,Baja,Capacitación
887,Inducción,Comercial,Baja,Asignación de tareas
888,Firma contrato,TI,Baja,Firma contrato
889,Asignación de tareas,RRHH,Baja,Firma contrato
890,Capacitación,TI,Media,Activación cuenta
891,Inducción,Comercial,Alta,Inducción
892,Inducción,Operaciones,Alta,Capacitación
893,Firma contrato,TI,Alta,Asignación de tareas
894,Asignación de tareas,RRHH,Alta,Activación cuenta
895,Firma contrato,RRHH,Alta,Asignación de tareas
896,Firma contrato,Operaciones,Media,Asignación de tareas
897,Capacitación,RRHH,Media,Inducción
898,Firma contrato,TI,Baja,Activación cuenta
899,Activación cuenta,RRHH,Baja,Asignación de tareas
900,Activación cuenta,TI,Alta,Inducción
901,Capacitación,TI,Baja,Activación cuenta
902,Activación cuenta,TI,Alta,Capacitación
903,Asignación de tareas,Comercial,Baja,Inducción
904,Activación cuenta,RRHH,Baja,Capacitación
905,Firma contrato,RRHH,Baja,Inducción
906,Firma contrato,Operaciones,Alta,Inducción
907,Capacitación,Comercial,Alta,Asignación de tareas
908,Activación cuenta,TI,Alta,Asignación de tareas
909,Activación cuenta,Operaciones,Alta,Capacitación
910,Inducción,Comercial,Baja,Firma contrato
911,Asignación de tareas,TI,Alta,Inducción
912,Capacitación,Comercial,Alta,Firma contrato
913,Inducción,Comercial,Media,Capacitación
914,Activación cuenta,TI,Baja,Activación cuenta
915,Firma contrato,Operaciones,Media,Activación cuenta
916,Asignación de tareas,TI,Media,Capacitación
917,Capacitación,TI,Media,Firma contrato
918,Capacitación,RRHH,Baja,Firma contrato
919,Inducción,Operaciones,Media,Activación cuenta
920,Activación cuenta,Comercial,Alta,Asignación de tareas
921,Asignación de tareas,RRHH,Alta,Firma contrato
922,Activación cuenta,Comercial,Media,Firma contrato
923,Activación cuenta,Operaciones,Media,Activación cuenta
924,Activación cuenta,Operaciones,Baja,Capacitación
925,Capacitación,TI,Alta,Asignación de tareas
926,Activación cuenta,TI,Media,Activación cuenta
927,Firma contrato,Comercial,Media,Capacitación
928,Firma contrato,RRHH,Alta,Inducción
929,Asignación de tareas,Operaciones,Alta,Activación cuenta
930,Capacitación,RRHH,Media,Capacitación
931,Capacitación,TI,Baja,Firma contrato
932,Firma contrato,Operaciones,Baja,Inducción
933,Activación cuenta,TI,Media,Firma contrato
934,Inducción,Comercial,Baja,Firma contrato
935,Capacitación,Operaciones,Media,Capacitación
936,Inducción,TI,Alta,Asignación de tareas
937,Capacitación,Operaciones,Media,Activación cuenta
938,Firma contrato,Comercial,Media,Capacitación
939,Asignación de tareas,Operaciones,Media,Activación cuenta
940,Firma contrato,TI,Alta,Activación cuenta
941,Inducción,TI,Baja,Asignación de tareas
942,Capacitación,RRHH,Media,Asignación de tareas
943,Capacitación,RRHH,Baja,Firma contrato
944,Activación cuenta,Operaciones,Media,Asignación de tareas
945,Activación cuenta,Operaciones,Baja,Asignación de tareas
946,Inducción,Comercial,Media,Activación cuenta
947,Capacitación,TI,Alta,Activación cuenta
948,Activación cuenta,Comercial,Alta,Capacitación
949,Activación cuenta,Comercial,Media,Firma contrato
950,Inducción,Comercial,Baja,Firma contrato
951,Activación cuenta,RRHH,Alta,Inducción
952,Asignación de tareas,Comercial,Media,Firma contrato
953,Inducción,TI,Alta,Inducción
954,Activación cuenta,Comercial,Media,Asignación de tareas
955,Capacitación,RRHH,Media,Activación cuenta
956,Capacitación,TI,Baja,Inducción
957,Inducción,Comercial,Baja,Firma contrato
958,Firma contrato,RRHH,Baja,Activación cuenta
959,Firma contrato,TI,Baja,Capacitación
960,Firma contrato,RRHH,Alta,Activación cuenta
961,Inducción,TI,Alta,Activación cuenta
962,Capacitación,Comercial,Media,Asignación de tareas
963,Asignación de tareas,TI,Baja,Capacitación
964,Asignación de tareas,RRHH,Media,Inducción
965,Activación cuenta,RRHH,Media,Inducción
966,Activación cuenta,RRHH,Media,Activación cuenta
967,Asignación de tareas,Comercial,Media,Firma contrato
968,Capacitación,RRHH,Alta,Inducción
969,Firma contrato,TI,Baja,Inducción
970,Asignación de tareas,Comercial,Media,Activación cuenta
971,Firma contrato,Operaciones,Alta,Firma contrato
972,Capacitación,Operaciones,Alta,Inducción
973,Asignación de tareas,RRHH,Baja,Inducción
974,Activación cuenta,Comercial,Baja,Activación cuenta
975,Capacitación,Comercial,Media,Activación cuenta
976,Inducción,Comercial,Baja,Activación cuenta
977,Activación cuenta,TI,Baja,Capacitación
978,Capacitación,RRHH,Alta,Capacitación
979,Inducción,Comercial,Alta,Asignación de tareas
980,Capacitación,TI,Baja,Asignación de tareas
981,Activación cuenta,RRHH,Media,Capacitación
982,Inducción,RRHH,Media,Inducción
983,Inducción,Comercial,Alta,Capacitación
984,Activación cuenta,TI,Alta,Firma contrato
985,Asignación de tareas,Comercial,Media,Inducción
986,Inducción,Operaciones,Media,Asignación de tareas
987,Inducción,Operaciones,Baja,Capacitación
988,Activación cuenta,RRHH,Baja,Firma contrato
989,Activación cuenta,TI,Baja,Activación cuenta
990,Asignación de tareas,RRHH,Baja,Firma contrato
991,Activación cuenta,TI,Baja,Capacitación
992,Asignación de tareas,Comercial,Alta,Inducción
993,Inducción,TI,Alta,Firma contrato
994,Asignación de tareas,TI,Baja,Activación cuenta
995,Firma contrato,Operaciones,Alta,Asignación de tareas
996,Inducción,RRHH,Alta,Firma contrato
997,Capacitación,Comercial,Media,Activación cuenta
998,Asignación de tareas,RRHH,Alta,Asignación de tareas
999,Asignación de tareas,Operaciones,Baja,Activación cuenta
1000,Inducción,RRHH,Baja,Asignación de tareas
1001,Inducción,RRHH,Alta,Firma contrato
1002,Firma contrato,Operaciones,Alta,Firma contrato
1003,Firma contrato,RRHH,Baja,Firma contrato
1004,Activación cuenta,Operaciones,Baja,Firma contrato
1005,Firma contrato,Operaciones,Baja,Firma contrato
1006,Inducción,Operaciones,Baja,Capacitación
1007,Asignación de tareas,TI,Baja,Activación cuenta
1008,Asignación de tareas,Comercial,Alta,Activación cuenta
1009,Inducción,Comercial,Media,Activación cuenta
1010,Inducción,Operaciones,Media,Activación cuenta
1011,Activación cuenta,TI,Alta,Activación cuenta
1012,Asignación de tareas,Comercial,Baja,Firma contrato
1013,Asignación de tareas,Operaciones,Baja,Activación cuenta
1014,Activación cuenta,Comercial,Media,Activación cuenta
1015,Asignación de tareas,Comercial,Media,Asignación de tareas
1016,Activación cuenta,Operaciones,Baja,Firma contrato
1017,Asignación de tareas,Operaciones,Alta,Asignación de tareas
1018,Activación cuenta,Comercial,Baja,Firma contrato
1019,Firma contrato,RRHH,Media,Activación cuenta
1020,Firma contrato,Operaciones,Baja,Inducción
1021,Inducción,Comercial,Baja,Activación cuenta
1022,Inducción,TI,Alta,Activación cuenta
1023,Activación cuenta,TI,Media,Activación cuenta
1024,Activación cuenta,Operaciones,Baja,Capacitación
1025,Firma contrato,Operaciones,Alta,Inducción
1026,Capacitación,TI,Baja,Inducción
1027,Asignación de tareas,Operaciones,Alta,Activación cuenta
1028,Capacitación,RRHH,Baja,Asignación de tareas
1029,Inducción,Comercial,Media,Asignación de tareas
1030,Firma contrato,RRHH,Media,Capacitación
1031,Inducción,RRHH,Alta,Activación cuenta
1032,Capacitación,TI,Baja,Firma contrato
1033,Inducción,Comercial,Alta,Firma contrato
1034,Inducción,TI,Alta,Capacitación
1035,Firma contrato,TI,Alta,Asignación de tareas
1036,Firma contrato,Comercial,Alta,Asignación de tareas
1037,Asignación de tareas,Comercial,Alta,Inducción
1038,Capacitación,TI,Baja,Firma contrato
1039,Capacitación,Comercial,Media,Inducción
1040,Inducción,TI,Media,Firma contrato
1041,Inducción,Operaciones,Media,Activación cuenta
1042,Firma contrato,TI,Media,Capacitación
1043,Activación cuenta,TI,Baja,Activación cuenta
1044,Firma contrato,Operaciones,Media,Firma contrato
1045,Asignación de tareas,TI,Baja,Firma contrato
1046,Activación cuenta,Comercial,Baja,Capacitación
1047,Capacitación,Comercial,Alta,Activación cuenta
1048,Inducción,RRHH,Baja,Capacitación
1049,Activación cuenta,RRHH,Baja,Firma contrato
1050,Asignación de tareas,Comercial,Alta,Firma contrato
1051,Inducción,Comercial,Alta,Inducción
1052,Activación cuenta,Comercial,Alta,Activación cuenta
1053,Inducción,Comercial,Media,Asignación de tareas
1054,Firma contrato,TI,Baja,Inducción
1055,Asignación de tareas,TI,Alta,Inducción
1056,Activación cuenta,RRHH,Media,Activación cuenta
1057,Asignación de tareas,Operaciones,Alta,Capacitación
1058,Activación cuenta,Comercial,Alta,Asignación de tareas
1059,Inducción,TI,Alta,Capacitación
1060,Activación cuenta,Comercial,Baja,Firma contrato
1061,Firma contrato,TI,Media,Activación cuenta
1062,Capacitación,TI,Media,Capacitación
1063,Activación cuenta,TI,Media,Capacitación
1064,Asignación de tareas,Comercial,Media,Asignación de tareas
1065,Capacitación,RRHH,Media,Capacitación
1066,Capacitación,TI,Baja,Capacitación
1067,Asignación de tareas,RRHH,Alta,Capacitación
1068,Asignación de tareas,TI,Baja,Asignación de tareas
1069,Inducción,TI,Baja,Firma contrato
1070,Firma contrato,Operaciones,Alta,Firma contrato
1071,Asignación de tareas,RRHH,Media,Firma contrato
1072,Asignación de tareas,Comercial,Baja,Asignación de tareas
1073,Asignación de tareas,Operaciones,Alta,Capacitación
1074,Asignación de tareas,Operaciones,Media,Firma contrato
1075,Inducción,TI,Baja,Asignación de tareas
1076,Asignación de tareas,Operaciones,Alta,Inducción
1077,Capacitación,Operaciones,Alta,Asignación de tareas
1078,Firma contrato,Comercial,Alta,Activación cuenta
1079,Firma contrato,Comercial,Baja,Activación cuenta
1080,Capacitación,Comercial,Alta,Firma contrato
1081,Activación cuenta,TI,Media,Capacitación
1082,Firma contrato,Operaciones,Media,Asignación de tareas
1083,Asignación de tareas,RRHH,Baja,Activación cuenta
1084,Capacitación,Comercial,Baja,Activación cuenta
1085,Firma contrato,Operaciones,Media,Inducción
1086,Inducción,TI,Baja,Asignación de tareas
1087,Firma contrato,Comercial,Media,Asignación de tareas
1088,Inducción,RRHH,Baja,Capacitación
1089,Firma contrato,RRHH,Baja,Inducción
1090,Firma contrato,Comercial,Baja,Firma contrato
1091,Firma contrato,RRHH,Alta,Firma contrato
1092,Asignación de tareas,Operaciones,Media,Activación cuenta
1093,Asignación de tareas,TI,Alta,Asignación de tareas
1094,Capacitación,RRHH,Baja,Firma contrato
1095,Firma contrato,RRHH,Baja,Activación cuenta
1096,Capacitación,RRHH,Baja,Capacitación
1097,Activación cuenta,TI,Baja,Firma contrato
1098,Capacitación,Operaciones,Alta,Capacitación
1099,Inducción,Comercial,Baja,Asignación de tareas
1100,Firma contrato,RRHH,Baja,Inducción
1101,Inducción,Comercial,Media,Inducción
1102,Inducción,Operaciones,Baja,Inducción
1103,Asignación de tareas,RRHH,Alta,Asignación de tareas
1104,Activación cuenta,TI,Media,Capacitación
1105,Capacitación,RRHH,Baja,Firma contrato
1106,Firma contrato,RRHH,Alta,Asignación de tareas
1107,Activación cuenta,Operaciones,Baja,Activación cuenta
1108,Asignación de tareas,RRHH,Media,Capacitación
1109,Capacitación,TI,Baja,Firma contrato
1110,Asignación de tareas,TI,Media,Asignación de tareas
1111,Capacitación,Comercial,Alta,Activación cuenta
1112,Activación cuenta,TI,Media,Asignación de tareas
1113,Inducción,Comercial,Baja,Inducción
1114,Inducción,Operaciones,Media,Activación cuenta
1115,Firma contrato,Operaciones,Baja,Capacitación
1116,Asignación de tareas,Operaciones,Alta,Firma contrato
1117,Asignación de tareas,RRHH,Baja,Capacitación
1118,Activación cuenta,Operaciones,Media,Activación cuenta
1119,Asignación de tareas,RRHH,Alta,Capacitación
1120,Capacitación,TI,Media,Inducción
1121,Inducción,Operaciones,Alta,Inducción
1122,Firma contrato,RRHH,Alta,Inducción
1123,Activación cuenta,TI,Alta,Activación cuenta
1124,Firma contrato,Comercial,Alta,Activación cuenta
1125,Capacitación,Comercial,Baja,Asignación de tareas
1126,Activación cuenta,Operaciones,Baja,Activación cuenta
1127,Capacitación,TI,Media,Firma contrato
1128,Asignación de tareas,RRHH,Alta,Asignación de tareas
1129,Activación cuenta,RRHH,Baja,Asignación de tareas
1130,Asignación de tareas,TI,Baja,Activación cuenta
1131,Capacitación,Comercial,Alta,Capacitación
1132,Firma contrato,Comercial,Baja,Firma contrato
1133,Firma contrato,RRHH,Media,Asignación de tareas
1134,Firma contrato,Operaciones,Alta,Inducción
1135,Asignación de tareas,Operaciones,Alta,Inducción
1136,Capacitación,RRHH,Baja,Inducción
1137,Asignación de tareas,TI,Media,Firma contrato
1138,Capacitación,RRHH,Baja,Asignación de tareas
