Pedido_ID,Zona,Hora_disponibilidad,Acción,Vehículo_asignado,Acción_antes
716,Este,2025-07-01 19:55:00,Recoger pedido,VAN-812,Recoger pedido
717,Oeste,2025-07-01 19:56:00,Entrega,VAN-860,Entrega
718,Centro,2025-07-01 19:57:00,Ruta principal,VAN-476,Cargar vehículo
719,Centro,2025-07-01 19:58:00,Confirmación,VAN-256,Recoger pedido
720,Sur,2025-07-01 19:59:00,Confirmación,VAN-831,Recoger pedido
721,Sur,2025-07-01 20:00:00,Recoger pedido,VAN-485,Recoger pedido
722,Sur,2025-07-01 20:01:00,Ruta principal,VAN-801,Confirmación
723,Norte,2025-07-01 20:02:00,Entrega,VAN-182,Cargar vehículo
724,Centro,2025-07-01 20:03:00,Recoger pedido,VAN-444,Ruta principal
725,Norte,2025-07-01 20:04:00,Cargar vehículo,VAN-751,Entrega
726,Norte,2025-07-01 20:05:00,Confirmación,VAN-984,Cargar vehículo
727,Oeste,2025-07-01 20:06:00,Confirmación,VAN-387,Confirmación
728,Este,2025-07-01 20:07:00,Entrega,VAN-118,Ruta principal
729,Sur,2025-07-01 20:08:00,Recoger pedido,VAN-282,Entrega
730,Oeste,2025-07-01 20:09:00,Recoger pedido,VAN-880,Entrega
731,Este,2025-07-01 20:10:00,Ruta principal,VAN-850,Confirmación
732,Norte,2025-07-01 20:11:00,Confirmación,VAN-910,Confirmación
733,Centro,2025-07-01 20:12:00,Cargar vehículo,VAN-381,Entrega
734,Centro,2025-07-01 20:13:00,Cargar vehículo,VAN-197,Ruta principal
735,Oeste,2025-07-01 20:14:00,Ruta principal,VAN-601,Confirmación
736,Este,2025-07-01 20:15:00,Entrega,VAN-819,Recoger pedido
737,Centro,2025-07-01 20:16:00,Recoger pedido,VAN-639,Entrega
738,Norte,2025-07-01 20:17:00,Recoger pedido,VAN-952,Ruta principal
739,Este,2025-07-01 20:18:00,Ruta principal,VAN-521,Cargar vehículo
740,Sur,2025-07-01 20:19:00,Recoger pedido,VAN-879,Entrega
741,Norte,2025-07-01 20:20:00,Confirmación,VAN-850,Confirmación
742,Este,2025-07-01 20:21:00,Ruta principal,VAN-633,Cargar vehículo
743,Este,2025-07-01 20:22:00,Entrega,VAN-834,Ruta principal
744,Este,2025-07-01 20:23:00,Confirmación,VAN-696,Cargar vehículo
745,Sur,2025-07-01 20:24:00,Recoger pedido,VAN-906,Entrega
746,Norte,2025-07-01 20:25:00,Confirmación,VAN-865,Ruta principal
747,Oeste,2025-07-01 20:26:00,Recoger pedido,VAN-779,Recoger pedido
748,Este,2025-07-01 20:27:00,Confirmación,VAN-821,Entrega
749,Este,2025-07-01 20:28:00,Entrega,VAN-538,Entrega
750,Norte,2025-07-01 20:29:00,Cargar vehículo,VAN-783,Ruta principal
751,Este,2025-07-01 20:30:00,Ruta principal,VAN-865,Entrega
752,Norte,2025-07-01 20:31:00,Entrega,VAN-232,Entrega
753,Oeste,2025-07-01 20:32:00,Ruta principal,VAN-826,Cargar vehículo
754,Oeste,2025-07-01 20:33:00,Entrega,VAN-888,Entrega
755,Centro,2025-07-01 20:34:00,Recoger pedido,VAN-768,Cargar vehículo
756,Sur,2025-07-01 20:35:00,Ruta principal,VAN-261,Entrega
757,Oeste,2025-07-01 20:36:00,Entrega,VAN-797,Entrega
758,Norte,2025-07-01 20:37:00,Entrega,VAN-787,Cargar vehículo
759,Oeste,2025-07-01 20:38:00,Cargar vehículo,VAN-386,Recoger pedido
760,Sur,2025-07-01 20:39:00,Recoger pedido,VAN-810,Cargar vehículo
761,Este,2025-07-01 20:40:00,Confirmación,VAN-303,Entrega
762,Centro,2025-07-01 20:41:00,Cargar vehículo,VAN-153,Confirmación
763,Norte,2025-07-01 20:42:00,Confirmación,VAN-879,Recoger pedido
764,Sur,2025-07-01 20:43:00,Recoger pedido,VAN-562,Ruta principal
765,Norte,2025-07-01 20:44:00,Confirmación,VAN-248,Ruta principal
766,Centro,2025-07-01 20:45:00,Confirmación,VAN-254,Entrega
767,Este,2025-07-01 20:46:00,Cargar vehículo,VAN-425,Ruta principal
768,Oeste,2025-07-01 20:47:00,Ruta principal,VAN-315,Cargar vehículo
769,Centro,2025-07-01 20:48:00,Cargar vehículo,VAN-274,Recoger pedido
770,Este,2025-07-01 20:49:00,Confirmación,VAN-503,Confirmación
771,Sur,2025-07-01 20:50:00,Confirmación,VAN-169,Entrega
772,Centro,2025-07-01 20:51:00,Confirmación,VAN-378,Ruta principal
773,Sur,2025-07-01 20:52:00,Cargar vehículo,VAN-652,Confirmación
774,Oeste,2025-07-01 20:53:00,Ruta principal,VAN-415,Cargar vehículo
775,Norte,2025-07-01 20:54:00,Confirmación,VAN-709,Confirmación
776,Centro,2025-07-01 20:55:00,Cargar vehículo,VAN-355,Ruta principal
777,Este,2025-07-01 20:56:00,Cargar vehículo,VAN-548,Ruta principal
778,Norte,2025-07-01 20:57:00,Ruta principal,VAN-258,Recoger pedido
779,Centro,2025-07-01 20:58:00,Entrega,VAN-676,Cargar vehículo
780,Este,2025-07-01 20:59:00,Confirmación,VAN-937,Cargar vehículo
781,Oeste,2025-07-01 21:00:00,Entrega,VAN-720,Confirmación
782,Norte,2025-07-01 21:01:00,Ruta principal,VAN-105,Recoger pedido
783,Este,2025-07-01 21:02:00,Cargar vehículo,VAN-338,Cargar vehículo
784,Este,2025-07-01 21:03:00,Ruta principal,VAN-535,Ruta principal
785,Norte,2025-07-01 21:04:00,Cargar vehículo,VAN-541,Entrega
786,Este,2025-07-01 21:05:00,Ruta principal,VAN-738,Confirmación
787,Norte,2025-07-01 21:06:00,Confirmación,VAN-876,Recoger pedido
788,Sur,2025-07-01 21:07:00,Confirmación,VAN-439,Cargar vehículo
789,Sur,2025-07-01 21:08:00,Recoger pedido,VAN-839,Cargar vehículo
790,Centro,2025-07-01 21:09:00,Recoger pedido,VAN-930,Recoger pedido
791,Oeste,2025-07-01 21:10:00,Confirmación,VAN-602,Confirmación
792,Oeste,2025-07-01 21:11:00,Recoger pedido,VAN-633,Cargar vehículo
793,Centro,2025-07-01 21:12:00,Cargar vehículo,VAN-718,Confirmación
794,Este,2025-07-01 21:13:00,Recoger pedido,VAN-458,Entrega
795,Centro,2025-07-01 21:14:00,Confirmación,VAN-516,Cargar vehículo
796,Este,2025-07-01 21:15:00,Recoger pedido,VAN-328,Confirmación
797,Centro,2025-07-01 21:16:00,Ruta principal,VAN-170,Confirmación
798,Oeste,2025-07-01 21:17:00,Cargar vehículo,VAN-453,Confirmación
799,Norte,2025-07-01 21:18:00,Ruta principal,VAN-879,Ruta principal
800,Oeste,2025-07-01 21:19:00,Cargar vehículo,VAN-219,Recoger pedido
801,Oeste,2025-07-01 21:20:00,Confirmación,VAN-423,Cargar vehículo
802,Oeste,2025-07-01 21:21:00,Entrega,VAN-799,Entrega
803,Este,2025-07-01 21:22:00,Ruta principal,VAN-400,Confirmación
804,Oeste,2025-07-01 21:23:00,Confirmación,VAN-669,Recoger pedido
805,Norte,2025-07-01 21:24:00,Confirmación,VAN-428,Cargar vehículo
806,Sur,2025-07-01 21:25:00,Recoger pedido,VAN-228,Cargar vehículo
807,Sur,2025-07-01 21:26:00,Confirmación,VAN-540,Confirmación
808,Centro,2025-07-01 21:27:00,Cargar vehículo,VAN-928,Ruta principal
809,Este,2025-07-01 21:28:00,Cargar vehículo,VAN-567,Entrega
810,Centro,2025-07-01 21:29:00,Confirmación,VAN-980,Entrega
811,Norte,2025-07-01 21:30:00,Cargar vehículo,VAN-517,Ruta principal
812,Norte,2025-07-01 21:31:00,Confirmación,VAN-291,Entrega
813,Sur,2025-07-01 21:32:00,Recoger pedido,VAN-444,Ruta principal
814,Norte,2025-07-01 21:33:00,Ruta principal,VAN-110,Ruta principal
815,Este,2025-07-01 21:34:00,Entrega,VAN-826,Ruta principal
816,Oeste,2025-07-01 21:35:00,Recoger pedido,VAN-479,Recoger pedido
817,Este,2025-07-01 21:36:00,Ruta principal,VAN-607,Entrega
818,Centro,2025-07-01 21:37:00,Entrega,VAN-557,Recoger pedido
819,Oeste,2025-07-01 21:38:00,Ruta principal,VAN-952,Cargar vehículo
820,Oeste,2025-07-01 21:39:00,Entrega,VAN-777,Ruta principal
821,Este,2025-07-01 21:40:00,Ruta principal,VAN-673,Recoger pedido
822,Este,2025-07-01 21:41:00,Ruta principal,VAN-472,Entrega
823,Este,2025-07-01 21:42:00,Confirmación,VAN-120,Ruta principal
824,Este,2025-07-01 21:43:00,Ruta principal,VAN-271,Ruta principal
825,Norte,2025-07-01 21:44:00,Cargar vehículo,VAN-468,Cargar vehículo
826,Centro,2025-07-01 21:45:00,Recoger pedido,VAN-261,Confirmación
827,Este,2025-07-01 21:46:00,Cargar vehículo,VAN-532,Ruta principal
828,Norte,2025-07-01 21:47:00,Confirmación,VAN-483,Recoger pedido
829,Sur,2025-07-01 21:48:00,Recoger pedido,VAN-997,Entrega
830,Oeste,2025-07-01 21:49:00,Cargar vehículo,VAN-139,Cargar vehículo
831,Este,2025-07-01 21:50:00,Recoger pedido,VAN-231,Confirmación
832,Sur,2025-07-01 21:51:00,Confirmación,VAN-683,Ruta principal
833,Norte,2025-07-01 21:52:00,Cargar vehículo,VAN-456,Cargar vehículo
834,Sur,2025-07-01 21:53:00,Ruta principal,VAN-579,Entrega
835,Centro,2025-07-01 21:54:00,Entrega,VAN-961,Cargar vehículo
836,Oeste,2025-07-01 21:55:00,Cargar vehículo,VAN-914,Ruta principal
837,Norte,2025-07-01 21:56:00,Recoger pedido,VAN-460,Recoger pedido
838,Este,2025-07-01 21:57:00,Confirmación,VAN-728,Recoger pedido
839,Centro,2025-07-01 21:58:00,Ruta principal,VAN-825,Recoger pedido
840,Norte,2025-07-01 21:59:00,Cargar vehículo,VAN-440,Recoger pedido
841,Este,2025-07-01 22:00:00,Confirmación,VAN-809,Ruta principal
842,Norte,2025-07-01 22:01:00,Cargar vehículo,VAN-885,Recoger pedido
843,Este,2025-07-01 22:02:00,Recoger pedido,VAN-106,Confirmación
844,Oeste,2025-07-01 22:03:00,Confirmación,VAN-561,Recoger pedido
845,Oeste,2025-07-01 22:04:00,Confirmación,VAN-375,Entrega
846,Oeste,2025-07-01 22:05:00,Confirmación,VAN-564,Ruta principal
847,Este,2025-07-01 22:06:00,Confirmación,VAN-542,Ruta principal
848,Este,2025-07-01 22:07:00,Ruta principal,VAN-616,Cargar vehículo
849,Este,2025-07-01 22:08:00,Confirmación,VAN-972,Confirmación
850,Centro,2025-07-01 22:09:00,Confirmación,VAN-586,Entrega
851,Oeste,2025-07-01 22:10:00,Ruta principal,VAN-908,Cargar vehículo
852,Oeste,2025-07-01 22:11:00,Entrega,VAN-394,Cargar vehículo
853,Centro,2025-07-01 22:12:00,Recoger pedido,VAN-485,Confirmación
854,Centro,2025-07-01 22:13:00,Recoger pedido,VAN-729,Cargar vehículo
855,Centro,2025-07-01 22:14:00,Ruta principal,VAN-667,Ruta principal
856,Este,2025-07-01 22:15:00,Entrega,VAN-564,Recoger pedido
857,Norte,2025-07-01 22:16:00,Cargar vehículo,VAN-253,Cargar vehículo
858,Norte,2025-07-01 22:17:00,Confirmación,VAN-902,Recoger pedido
859,Oeste,2025-07-01 22:18:00,Ruta principal,VAN-930,Entrega
860,Centro,2025-07-01 22:19:00,Recoger pedido,VAN-749,Confirmación
861,Oeste,2025-07-01 22:20:00,Cargar vehículo,VAN-728,Ruta principal
862,Sur,2025-07-01 22:21:00,Cargar vehículo,VAN-281,Cargar vehículo
863,Este,2025-07-01 22:22:00,Confirmación,VAN-349,Cargar vehículo
864,Sur,2025-07-01 22:23:00,Confirmación,VAN-571,Entrega
865,Norte,2025-07-01 22:24:00,Entrega,VAN-943,Ruta principal
866,Centro,2025-07-01 22:25:00,Entrega,VAN-500,Recoger pedido
867,Centro,2025-07-01 22:26:00,Ruta principal,VAN-155,Ruta principal
868,Oeste,2025-07-01 22:27:00,Cargar vehículo,VAN-817,Recoger pedido
869,Oeste,2025-07-01 22:28:00,Entrega,VAN-178,Cargar vehículo
870,Oeste,2025-07-01 22:29:00,Confirmación,VAN-294,Ruta principal
871,Oeste,2025-07-01 22:30:00,Entrega,VAN-856,Entrega
872,Norte,2025-07-01 22:31:00,Confirmación,VAN-251,Confirmación
873,Centro,2025-07-01 22:32:00,Entrega,VAN-222,Entrega
874,Centro,2025-07-01 22:33:00,Confirmación,VAN-956,Confirmación
875,Oeste,2025-07-01 22:34:00,Confirmación,VAN-190,Confirmación
876,Este,2025-07-01 22:35:00,Confirmación,VAN-126,Ruta principal
877,Centro,2025-07-01 22:36:00,Cargar vehículo,VAN-409,Recoger pedido
878,Oeste,2025-07-01 22:37:00,Ruta principal,VAN-666,Entrega
879,Norte,2025-07-01 22:38:00,Confirmación,VAN-340,Confirmación
880,Sur,2025-07-01 22:39:00,Cargar vehículo,VAN-809,Entrega
881,Centro,2025-07-01 22:40:00,Recoger pedido,VAN-328,Ruta principal
882,Sur,2025-07-01 22:41:00,Entrega,VAN-948,Cargar vehículo
883,Este,2025-07-01 22:42:00,Recoger pedido,VAN-661,Confirmación
884,Oeste,2025-07-01 22:43:00,Ruta principal,VAN-941,Cargar vehículo
885,Sur,2025-07-01 22:44:00,Recoger pedido,VAN-656,Ruta principal
886,Sur,2025-07-01 22:45:00,Ruta principal,VAN-632,Cargar vehículo
887,Este,2025-07-01 22:46:00,Cargar vehículo,VAN-362,Entrega
888,Oeste,2025-07-01 22:47:00,Ruta principal,VAN-515,Confirmación
889,Este,2025-07-01 22:48:00,Cargar vehículo,VAN-992,Ruta principal
890,Oeste,2025-07-01 22:49:00,Confirmación,VAN-488,Ruta principal
891,Oeste,2025-07-01 22:50:00,Cargar vehículo,VAN-188,Ruta principal
892,Centro,2025-07-01 22:51:00,Ruta principal,VAN-157,Confirmación
893,Norte,2025-07-01 22:52:00,Confirmación,VAN-739,Ruta principal
894,Este,2025-07-01 22:53:00,Entrega,VAN-837,Confirmación
895,Oeste,2025-07-01 22:54:00,Confirmación,VAN-173,Recoger pedido
896,Este,2025-07-01 22:55:00,Cargar vehículo,VAN-273,Entrega
897,Oeste,2025-07-01 22:56:00,Ruta principal,VAN-469,Ruta principal
898,Sur,2025-07-01 22:57:00,Recoger pedido,VAN-130,Ruta principal
899,Sur,2025-07-01 22:58:00,Recoger pedido,VAN-219,Entrega
900,Centro,2025-07-01 22:59:00,Ruta principal,VAN-507,Recoger pedido
901,Oeste,2025-07-01 23:00:00,Ruta principal,VAN-435,Recoger pedido
902,Sur,2025-07-01 23:01:00,Recoger pedido,VAN-123,Confirmación
903,Centro,2025-07-01 23:02:00,Entrega,VAN-119,Ruta principal
904,Este,2025-07-01 23:03:00,Recoger pedido,VAN-656,Entrega
905,Este,2025-07-01 23:04:00,Confirmación,VAN-278,Cargar vehículo
906,Este,2025-07-01 23:05:00,Confirmación,VAN-458,Ruta principal
907,Este,2025-07-01 23:06:00,Cargar vehículo,VAN-786,Recoger pedido
908,Centro,2025-07-01 23:07:00,Cargar vehículo,VAN-554,Confirmación
909,Sur,2025-07-01 23:08:00,Ruta principal,VAN-670,Confirmación
910,Norte,2025-07-01 23:09:00,Cargar vehículo,VAN-627,Entrega
911,Norte,2025-07-01 23:10:00,Cargar vehículo,VAN-915,Cargar vehículo
912,Sur,2025-07-01 23:11:00,Confirmación,VAN-395,Cargar vehículo
913,Oeste,2025-07-01 23:12:00,Recoger pedido,VAN-306,Ruta principal
914,Norte,2025-07-01 23:13:00,Confirmación,VAN-151,Entrega
915,Norte,2025-07-01 23:14:00,Recoger pedido,VAN-810,Ruta principal
916,Centro,2025-07-01 23:15:00,Confirmación,VAN-736,Ruta principal
917,Este,2025-07-01 23:16:00,Recoger pedido,VAN-637,Confirmación
918,Oeste,2025-07-01 23:17:00,Entrega,VAN-732,Entrega
919,Este,2025-07-01 23:18:00,Ruta principal,VAN-132,Entrega
920,Norte,2025-07-01 23:19:00,Cargar vehículo,VAN-977,Recoger pedido
921,Oeste,2025-07-01 23:20:00,Confirmación,VAN-599,Cargar vehículo
922,Sur,2025-07-01 23:21:00,Confirmación,VAN-865,Cargar vehículo
923,Sur,2025-07-01 23:22:00,Confirmación,VAN-304,Confirmación
924,Norte,2025-07-01 23:23:00,Confirmación,VAN-404,Cargar vehículo
925,Oeste,2025-07-01 23:24:00,Confirmación,VAN-465,Entrega
926,Centro,2025-07-01 23:25:00,Ruta principal,VAN-770,Cargar vehículo
927,Este,2025-07-01 23:26:00,Recoger pedido,VAN-938,Ruta principal
928,Sur,2025-07-01 23:27:00,Cargar vehículo,VAN-862,Confirmación
929,Norte,2025-07-01 23:28:00,Ruta principal,VAN-210,Entrega
930,Oeste,2025-07-01 23:29:00,Ruta principal,VAN-332,Confirmación
931,Sur,2025-07-01 23:30:00,Cargar vehículo,VAN-337,Recoger pedido
932,Este,2025-07-01 23:31:00,Confirmación,VAN-497,Recoger pedido
933,Oeste,2025-07-01 23:32:00,Entrega,VAN-943,Entrega
934,Norte,2025-07-01 23:33:00,Ruta principal,VAN-182,Recoger pedido
935,Este,2025-07-01 23:34:00,Cargar vehículo,VAN-224,Entrega
936,Este,2025-07-01 23:35:00,Recoger pedido,VAN-609,Cargar vehículo
937,Sur,2025-07-01 23:36:00,Entrega,VAN-871,Ruta principal
938,Este,2025-07-01 23:37:00,Cargar vehículo,VAN-204,Confirmación
939,Oeste,2025-07-01 23:38:00,Entrega,VAN-747,Entrega
940,Oeste,2025-07-01 23:39:00,Cargar vehículo,VAN-896,Confirmación
941,Sur,2025-07-01 23:40:00,Entrega,VAN-847,Recoger pedido
942,Este,2025-07-01 23:41:00,Confirmación,VAN-278,Entrega
943,Oeste,2025-07-01 23:42:00,Confirmación,VAN-778,Cargar vehículo
944,Oeste,2025-07-01 23:43:00,Confirmación,VAN-298,Cargar vehículo
945,Sur,2025-07-01 23:44:00,Entrega,VAN-735,Confirmación
946,Norte,2025-07-01 23:45:00,Cargar vehículo,VAN-794,Cargar vehículo
947,Este,2025-07-01 23:46:00,Entrega,VAN-263,Ruta principal
948,Norte,2025-07-01 23:47:00,Recoger pedido,VAN-826,Recoger pedido
949,Oeste,2025-07-01 23:48:00,Ruta principal,VAN-143,Entrega
950,Oeste,2025-07-01 23:49:00,Ruta principal,VAN-803,Ruta principal
951,Sur,2025-07-01 23:50:00,Entrega,VAN-915,Entrega
952,Centro,2025-07-01 23:51:00,Recoger pedido,VAN-949,Entrega
953,Norte,2025-07-01 23:52:00,Cargar vehículo,VAN-854,Ruta principal
954,Este,2025-07-01 23:53:00,Entrega,VAN-261,Ruta principal
955,Centro,2025-07-01 23:54:00,Entrega,VAN-538,Cargar vehículo
956,Oeste,2025-07-01 23:55:00,Entrega,VAN-398,Cargar vehículo
957,Oeste,2025-07-01 23:56:00,Cargar vehículo,VAN-902,Ruta principal
958,Sur,2025-07-01 23:57:00,Cargar vehículo,VAN-881,Entrega
959,Sur,2025-07-01 23:58:00,Entrega,VAN-475,Confirmación
960,Este,2025-07-01 23:59:00,Entrega,VAN-866,Ruta principal
961,Sur,2025-07-02 00:00:00,Confirmación,VAN-486,Ruta principal
962,Norte,2025-07-02 00:01:00,Confirmación,VAN-814,Confirmación
963,Centro,2025-07-02 00:02:00,Cargar vehículo,VAN-652,Cargar vehículo
964,Oeste,2025-07-02 00:03:00,Entrega,VAN-306,Confirmación
965,Oeste,2025-07-02 00:04:00,Recoger pedido,VAN-509,Confirmación
966,Centro,2025-07-02 00:05:00,Ruta principal,VAN-802,Cargar vehículo
967,Sur,2025-07-02 00:06:00,Cargar vehículo,VAN-277,Cargar vehículo
968,Oeste,2025-07-02 00:07:00,Recoger pedido,VAN-751,Confirmación
969,Sur,2025-07-02 00:08:00,Cargar vehículo,VAN-445,Cargar vehículo
970,Sur,2025-07-02 00:09:00,Entrega,VAN-540,Recoger pedido
971,Oeste,2025-07-02 00:10:00,Confirmación,VAN-720,Recoger pedido
972,Centro,2025-07-02 00:11:00,Ruta principal,VAN-417,Entrega
973,Centro,2025-07-02 00:12:00,Entrega,VAN-786,Confirmación
974,Este,2025-07-02 00:13:00,Ruta principal,VAN-208,Confirmación
975,Oeste,2025-07-02 00:14:00,Cargar vehículo,VAN-842,Recoger pedido
976,Este,2025-07-02 00:15:00,Confirmación,VAN-446,Confirmación
977,Este,2025-07-02 00:16:00,Ruta principal,VAN-811,Cargar vehículo
978,Este,2025-07-02 00:17:00,Entrega,VAN-940,Confirmación
979,Este,2025-07-02 00:18:00,Entrega,VAN-233,Confirmación
980,Centro,2025-07-02 00:19:00,Recoger pedido,VAN-229,Recoger pedido
981,Norte,2025-07-02 00:20:00,Ruta principal,VAN-134,Ruta principal
982,Oeste,2025-07-02 00:21:00,Ruta principal,VAN-449,Ruta principal
983,Norte,2025-07-02 00:22:00,Cargar vehículo,VAN-706,Entrega
984,Norte,2025-07-02 00:23:00,Ruta principal,VAN-180,Entrega
985,Oeste,2025-07-02 00:24:00,Recoger pedido,VAN-243,Ruta principal
986,Oeste,2025-07-02 00:25:00,Recoger pedido,VAN-979,Ruta principal
987,Norte,2025-07-02 00:26:00,Confirmación,VAN-170,Cargar vehículo
988,Este,2025-07-02 00:27:00,Ruta principal,VAN-517,Entrega
989,Este,2025-07-02 00:28:00,Cargar vehículo,VAN-719,Cargar vehículo
990,Sur,2025-07-02 00:29:00,Cargar vehículo,VAN-480,Recoger pedido
991,Centro,2025-07-02 00:30:00,Cargar vehículo,VAN-526,Recoger pedido
992,Este,2025-07-02 00:31:00,Cargar vehículo,VAN-996,Cargar vehículo
993,Este,2025-07-02 00:32:00,Recoger pedido,VAN-180,Confirmación
994,Norte,2025-07-02 00:33:00,Recoger pedido,VAN-444,Ruta principal
995,Centro,2025-07-02 00:34:00,Recoger pedido,VAN-290,Entrega
996,Centro,2025-07-02 00:35:00,Recoger pedido,VAN-398,Recoger pedido
997,Este,2025-07-02 00:36:00,Recoger pedido,VAN-997,Entrega
998,Norte,2025-07-02 00:37:00,Recoger pedido,VAN-160,Recoger pedido
999,Este,2025-07-02 00:38:00,Cargar vehículo,VAN-390,Confirmación
1000,Sur,2025-07-02 00:39:00,Recoger pedido,VAN-954,Entrega
1001,Este,2025-07-02 00:40:00,Recoger pedido,VAN-619,Recoger pedido
1002,Centro,2025-07-02 00:41:00,Cargar vehículo,VAN-816,Ruta principal
1003,Centro,2025-07-02 00:42:00,Recoger pedido,VAN-415,Ruta principal
1004,Este,2025-07-02 00:43:00,Ruta principal,VAN-967,Entrega
1005,Este,2025-07-02 00:44:00,Entrega,VAN-846,Confirmación
1006,Norte,2025-07-02 00:45:00,Cargar vehículo,VAN-149,Ruta principal
1007,Norte,2025-07-02 00:46:00,Ruta principal,VAN-152,Confirmación
1008,Norte,2025-07-02 00:47:00,Confirmación,VAN-576,Confirmación
1009,Oeste,2025-07-02 00:48:00,Entrega,VAN-827,Confirmación
1010,Norte,2025-07-02 00:49:00,Entrega,VAN-211,Confirmación
1011,Oeste,2025-07-02 00:50:00,Ruta principal,VAN-822,Recoger pedido
1012,Sur,2025-07-02 00:51:00,Cargar vehículo,VAN-958,Confirmación
1013,Oeste,2025-07-02 00:52:00,Recoger pedido,VAN-445,Cargar vehículo
1014,Este,2025-07-02 00:53:00,Recoger pedido,VAN-268,Entrega
1015,Centro,2025-07-02 00:54:00,Confirmación,VAN-531,Entrega
1016,Norte,2025-07-02 00:55:00,Cargar vehículo,VAN-830,Recoger pedido
1017,Sur,2025-07-02 00:56:00,Confirmación,VAN-354,Recoger pedido
1018,Norte,2025-07-02 00:57:00,Recoger pedido,VAN-288,Entrega
1019,Sur,2025-07-02 00:58:00,Recoger pedido,VAN-312,Ruta principal
1020,Centro,2025-07-02 00:59:00,Cargar vehículo,VAN-110,Confirmación
1021,Centro,2025-07-02 01:00:00,Entrega,VAN-133,Cargar vehículo
1022,Norte,2025-07-02 01:01:00,Ruta principal,VAN-509,Confirmación
1023,Oeste,2025-07-02 01:02:00,Entrega,VAN-331,Cargar vehículo
1024,Sur,2025-07-02 01:03:00,Confirmación,VAN-749,Confirmación
1025,Sur,2025-07-02 01:04:00,Confirmación,VAN-948,Cargar vehículo
1026,Este,2025-07-02 01:05:00,Recoger pedido,VAN-886,Confirmación
1027,Centro,2025-07-02 01:06:00,Recoger pedido,VAN-488,Ruta principal
1028,Norte,2025-07-02 01:07:00,Recoger pedido,VAN-365,Cargar vehículo
1029,Centro,2025-07-02 01:08:00,Confirmación,VAN-539,Confirmación
1030,Oeste,2025-07-02 01:09:00,Cargar vehículo,VAN-740,Cargar vehículo
1031,Sur,2025-07-02 01:10:00,Cargar vehículo,VAN-736,Entrega
1032,Norte,2025-07-02 01:11:00,Cargar vehículo,VAN-137,Cargar vehículo
1033,Sur,2025-07-02 01:12:00,Entrega,VAN-865,Confirmación
1034,Norte,2025-07-02 01:13:00,Recoger pedido,VAN-633,Ruta principal
1035,Oeste,2025-07-02 01:14:00,Cargar vehículo,VAN-587,Recoger pedido
1036,Sur,2025-07-02 01:15:00,Confirmación,VAN-113,Entrega
1037,Este,2025-07-02 01:16:00,Recoger pedido,VAN-174,Recoger pedido
1038,Centro,2025-07-02 01:17:00,Recoger pedido,VAN-319,Confirmación
1039,Sur,2025-07-02 01:18:00,Cargar vehículo,VAN-976,Entrega
1040,Este,2025-07-02 01:19:00,Confirmación,VAN-625,Confirmación
1041,Oeste,2025-07-02 01:20:00,Confirmación,VAN-688,Ruta principal
1042,Oeste,2025-07-02 01:21:00,Entrega,VAN-223,Entrega
1043,Sur,2025-07-02 01:22:00,Ruta principal,VAN-193,Recoger pedido
1044,Norte,2025-07-02 01:23:00,Recoger pedido,VAN-557,Cargar vehículo
1045,Este,2025-07-02 01:24:00,Ruta principal,VAN-211,Recoger pedido
1046,Centro,2025-07-02 01:25:00,Cargar vehículo,VAN-191,Ruta principal
1047,Este,2025-07-02 01:26:00,Confirmación,VAN-343,Recoger pedido
1048,Oeste,2025-07-02 01:27:00,Confirmación,VAN-712,Cargar vehículo
1049,Sur,2025-07-02 01:28:00,Recoger pedido,VAN-539,Cargar vehículo
1050,Centro,2025-07-02 01:29:00,Cargar vehículo,VAN-212,Ruta principal
1051,Norte,2025-07-02 01:30:00,Ruta principal,VAN-481,Recoger pedido
1052,Oeste,2025-07-02 01:31:00,Entrega,VAN-483,Recoger pedido
1053,Norte,2025-07-02 01:32:00,Recoger pedido,VAN-593,Entrega
1054,Oeste,2025-07-02 01:33:00,Cargar vehículo,VAN-813,Entrega
1055,Oeste,2025-07-02 01:34:00,Confirmación,VAN-770,Recoger pedido
1056,Norte,2025-07-02 01:35:00,Recoger pedido,VAN-917,Entrega
1057,Oeste,2025-07-02 01:36:00,Cargar vehículo,VAN-148,Recoger pedido
1058,Sur,2025-07-02 01:37:00,Confirmación,VAN-226,Ruta principal
1059,Norte,2025-07-02 01:38:00,Entrega,VAN-604,Recoger pedido
1060,Sur,2025-07-02 01:39:00,Cargar vehículo,VAN-890,Recoger pedido
1061,Centro,2025-07-02 01:40:00,Recoger pedido,VAN-212,Ruta principal
1062,Centro,2025-07-02 01:41:00,Confirmación,VAN-692,Recoger pedido
1063,Este,2025-07-02 01:42:00,Recoger pedido,VAN-498,Ruta principal
1064,Oeste,2025-07-02 01:43:00,Entrega,VAN-518,Cargar vehículo
1065,Este,2025-07-02 01:44:00,Confirmación,VAN-755,Confirmación
1066,Norte,2025-07-02 01:45:00,Ruta principal,VAN-982,Entrega
1067,Este,2025-07-02 01:46:00,Cargar vehículo,VAN-592,Recoger pedido
1068,Sur,2025-07-02 01:47:00,Recoger pedido,VAN-773,Cargar vehículo
1069,Sur,2025-07-02 01:48:00,Entrega,VAN-107,Ruta principal
1070,Sur,2025-07-02 01:49:00,Cargar vehículo,VAN-596,Confirmación
